-0.13625836,51.524654
-0.1358264,51.524239
-0.13603857,51.524148
-0.13529359,51.523494
-0.1347481,51.522982
-0.13374032,51.522039
-0.1342557,51.523194
-0.1332218,51.522208
-0.13546892,51.525094
-0.1353644,51.525005
-0.13491509,51.52461
-0.1345142,51.524255
-0.13414979,51.523924
-0.13267326,51.522416
-0.1342401,51.524371
-0.13388897,51.525609
-0.13352492,51.525171
-0.13281966,51.524449
-0.1326004,51.524219
-0.13311157,51.523987
-0.131806,51.522749
-0.1326583,51.524682
-0.13226215,51.524315
-0.1317292,51.523711
-0.1311421,51.523029
-0.1331543,51.525802
-0.1322513,51.524897
-0.13195814,51.524606
-0.1307215,51.523456
-0.13223461,51.52611
-0.1309737,51.524992
-0.1297554,51.523921
